,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
3634,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3635,"Ramsgate, UK",51.335545,1.419895,Ramsgate,1,OK,,,,
3636,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3637,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3638,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3639,"Egmont Key National Wildlife Refuge, St. Petersburg, FL 33715, USA",27.5884445,-82.7609645,"Egmont Key, Hillsborough County",1,OK,,,,
3640,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3641,"Riviera Beach, FL, USA",26.7753405,-80.0580969,"Riviera Beach, Palm Beach County",1,OK,,,,
3642,"Otago Harbour, New Zealand",-45.835975,170.6197341,Otago Harbor,1,OK,,,,
3643,"14775 US-1, Juno Beach, FL 33408, USA",26.8930772,-80.0566595,Half mile north of Juno Beach Pier,1,OK,,,,
3644,"Okaloosa County, FL, USA",30.57734009999999,-86.6611083,Okaloosa County,1,OK,,,,
3645,"Tahiti, French Polynesia",-17.6509195,-149.4260421,Tahiti,2,OK,,,,
3646,"Pulau Aur, Johor, Malaysia",2.444152,104.5247463,Pulau Aur,1,OK,,,,
3647,"Taganga, Santa Marta, Magdalena, Colombia",11.268151,-74.188503,"Makuaka Caño, Taganga",1,OK,,,,
3648,"Bodega Rock, California, USA",38.2960286,-123.0483351,"Bodega Rock, Sonoma County",1,OK,,,,
3649,"Florida Keys, Florida, USA",25.0273356,-81.5357506,Florida Keys,1,OK,,,,
3650,"861 Riverland Dr, Charleston, SC 29412, USA",32.7400476,-79.9839657,"Stono Inlet, near Charleston, Charleston County",1,OK,,,,
3651,"Children's Bay Cay, The Bahamas",23.7435914,-76.06312299999999,Children's Bay Cay near Rollerville,1,OK,,,,
3652,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3653,"Spanish Wells, The Bahamas",25.5461164,-76.7711626,Spanish Wells ,1,OK,,,,
3654,"Mullet Key, Florida 33715, USA",27.6191996,-82.7239891,"Mullet Key, Pinellas County",1,OK,,,,
3655,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3656,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3657,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3658,"Fort Lauderdale, FL, USA",26.1224386,-80.13731740000001,"Fort Lauderdale, Broward County",1,OK,,,,
3659,"Palm Beach Shores, FL 33404, USA",26.7781183,-80.0355962,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",1,OK,,,,
3660,"3333 Bristol St, Costa Mesa, CA 92626, USA",33.69100299999999,-117.8889767,South Coast,1,OK,,,,
3661,,,,Orokolo Bay,0,ZERO_RESULTS,,,,
3662,"Stockton Beach, New South Wales, Australia",-32.8054122,151.9608991,Stockton Bight,1,OK,,,,
3663,"Richards Bay, South Africa",-28.7807276,32.0382856,Richards Bay,1,OK,,,,
3664,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,"Jensen Beach, Martin County",1,OK,,,,
3665,"Florida Keys, Florida, USA",25.0273356,-81.5357506,Florida Keys,1,OK,,,,
3666,"Palm Beach County, FL, USA",26.6514503,-80.2767327,Palm Beach County,1,OK,,,,
3667,"2940 Canal St, New Orleans, LA 70119, USA",29.9674318,-90.0906092,Swan River,1,OK,,,,
3668,"5 The Mall, Mount Maunganui, Tauranga 3116, New Zealand",-37.6335208,176.1772223,"Pilot Bay, Mt Maunganui ",2,OK,,,,
3669,"Cape Jervis SA 5204, Australia",-35.6061701,138.1154046,Cape Jervis,1,OK,,,,
3670,"Brunswick Heads NSW 2483, Australia",-28.5557919,153.5436394,Brunswick Heads,1,OK,,,,
3671,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3672,"Finschhafen, Papua New Guinea",-6.598434,147.853302,Finschafen,1,OK,,,,
3673,"Limón Province, Parismina, Costa Rica",10.3011648,-83.3495507,Parismina,1,OK,,,,
3674,"Key West, FL 33040, USA",24.5550593,-81.7799871,"Key West, Monroe County",1,OK,,,,
3675,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,"Jensen Beach, Martin County",1,OK,,,,
3676,"Mossel Bay, South Africa",-34.1747356,22.0834066,Mossel Bay,1,OK,,,,
3677,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,Port Moresby,1,OK,,,,
3678,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3679,"Portsea VIC 3944, Australia",-38.3136027,144.6676667,"Cheviot Beach, Portsea, Port Phillip Bay",1,OK,,,,
3680,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3681,"Wollongong NSW 2500, Australia",-34.4278121,150.8930607,Wollongong,1,OK,,,,
3682,"Surfers Paradise QLD 4217, Australia",-28.0,153.416667,Surfer's Paradise,1,OK,,,,
3683,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3684,"Sibuyan Island, Philippines",12.4127596,122.5598994,Off Sibuyan Island,1,OK,,,,
3685,"Brighton Beach, Brooklyn, NY, USA",40.5780706,-73.9596565,Brighton Beach,1,OK,,,,
3686,"Heroica Veracruz, Ver., Mexico",19.173773,-96.1342241,Veracruz,1,OK,,,,
3687,"John D. MacArthur Beach State Park, 10900 Jack Nicklaus Dr, North Palm Beach, FL 33408, USA",26.824641,-80.04404,"McArthur Beach, Singer Island, Palm Beach Shores",1,OK,,,,
3688,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3689,"Kailua Bay, Kailua, HI, USA",21.4106838,-157.7347735,"Kailua Bay, O'ahu",1,OK,,,,
3690,"72100 Brindisi, BR, Italy",40.6327278,17.9417616,Brindisi,1,OK,,,,
3691,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3692,"Key West, FL 33040, USA",24.5550593,-81.7799871,"Key West, Monroe County",1,OK,,,,
3693,"Lambom Island, Papua New Guinea",-4.795446399999999,152.8470542,Lambom Island,1,OK,,,,
3694,,,,"Lamassa Island, 16 miles from Lambon Island",0,ZERO_RESULTS,,,,
3695,"Ventura, CA, USA",34.2804923,-119.2945199,Ventura,1,OK,,,,
3696,"Sakaide, Kagawa, Japan",34.316426,133.8604948,Sakaide,1,OK,,,,
3697,"19038 Marinella di Sarzana, SP, Italy",44.0491092,10.0113296," Marinella Sarzana, La Spezia ",1,OK,,,,
3698,"Jurien Bay WA 6516, Australia",-30.2938314,115.1177654,Jurien Bay,1,OK,,,,
3699,"911 58 Rd, Independence, KS 67301, USA",37.19295779999999,-95.7175467,Hamilton,1,OK,,,,
3700,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3701,"Jervis Bay, Australia",-35.0480805,150.7446771,Jervis Bay,1,OK,,,,
3702,"Key West, FL 33040, USA",24.5550593,-81.7799871,Near Key West,1,OK,,,,
3703,"Andros Island, The Bahamas",24.7063805,-78.0195387,Andros Island,1,OK,,,,
3704,"26401 Miles Rd, Warrensville Heights, OH 44128, USA",41.4247285,-81.4919125,Hann,1,OK,,,,
3705,"Florida Keys, Florida, USA",25.0273356,-81.5357506,Florida Keys,1,OK,,,,
3706,"Ellis Island, United States",40.6994748,-74.0395587,Kucukada Island,1,OK,,,,
3707,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3708,"Key West, FL 33040, USA",24.5550593,-81.7799871,"Key West, Monroe County",1,OK,,,,
3709,,,,Stretto di Messina,0,ZERO_RESULTS,,,,
3710,"Outer Harbor Dr, Buffalo, NY 14203, USA",42.8646167,-78.8775488,Outer Harbor,1,OK,,,,
3711,"300 Aquarium Dr, Jenks, OK 74037, USA",36.0198841,-95.9570456,Aquarium,1,OK,,,,
3712,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3713,"Leigh, UK",53.496115,-2.518727,Leigh,1,OK,,,,
3714,"2500 South Shore Blvd, League City, TX 77573, USA",29.5449118,-95.0658268,Paradise Reef,1,OK,,,,
3715,"Geelong VIC 3220, Australia",-38.1499181,144.3617186,Geelong,1,OK,,,,
3716,"Dover Heights NSW 2030, Australia",-33.87185,151.27837,"Dover Heights, Sydney",1,OK,,,,
3717,"St Kilda beach, Victoria, Australia",-37.8678765,144.9740049,St. Kilda Beach,1,OK,,,,
3718,"Rabaul, Papua New Guinea",-4.1999648,152.1644612,"Barawon Beach, near Rabaul",1,OK,,,,
3719,"Cabo Rojo, 00623, Puerto Rico",18.0875347,-67.14699639999999,Cabo Rojo,1,OK,,,,
3720,"Melkbosstrand, Cape Town, 7437, South Africa",-33.719294,18.4543113,Melkbosstrand,1,OK,,,,
3721,"Whittle Rock, South Africa",-34.25,18.55,Whittle Rock False Bay,1,OK,,,,
3722,"Xefina island, Mozambique",-25.839167,32.716111,Xefina Island,1,OK,,,,
3723,"Goolwa SA 5214, Australia",-35.4980286,138.7783094,Goolwa,1,OK,,,,
3724,"Bicheno TAS 7215, Australia",-41.8522419,148.2596683,"Piccaninny Point, 10 miles from Bicheno",1,OK,,,,
3725,"South West Rocks NSW 2431, Australia",-30.884167,153.040278,South West Rocks,1,OK,,,,
3726,"Trial Bay Gaol Access Road, Arakoon NSW 2431, Australia",-30.87720929999999,153.0702012,Trial Bay,1,OK,,,,
3727,Singapore,1.352083,103.819836,Singapore,1,OK,,,,
3728,"Coogee NSW 2034, Australia",-33.919,151.2555,Coogee,1,OK,,,,
3729,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3730,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3731,,,,"Lamassa Island, 16 miles from Lambom Island",0,ZERO_RESULTS,,,,
3732,"Mission Beach, San Diego, CA 92109, USA",32.7706526,-117.2514447,"Mission Beach, Lambon Island, near Duke of York Islands",2,OK,,,,
3733,,,,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",0,ZERO_RESULTS,,,,
3734,"Honolulu, HI, USA",21.3069444,-157.8583333,50 miles NE of Honolulu,1,OK,,,,
3735,"Reef Beach, Bremer Bay WA 6338, Australia",-34.4650904,119.0936263,"Little Beach Reef, Bremer Bay",1,OK,,,,
3736,"Albany, NY, USA",42.6525793,-73.7562317,Albany,1,OK,,,,
3737,"Roe Reef, Western Australia, Australia",-31.9791667,115.5333333,Roe Reef off Rottnest Island,1,OK,,,,
3738,"Florida Keys, Florida, USA",25.0273356,-81.5357506,"Florida Keys, Monroe County",1,OK,,,,
3739,"Tongue of the Ocean, The Bahamas",24.8975,-77.6919444,Tongue of the Ocean,1,OK,,,,
3740,"Darwin Harbour, Northern Territory, Australia",-12.5076109,130.858978,Darwin Harbour,1,OK,,,,
3741,"Durban, South Africa",-29.85868039999999,31.0218404,Durban,1,OK,,,,
3742,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3743,"Rabaul, Papua New Guinea",-4.1999648,152.1644612,"Butliwan Village, 15 miles north of Rabaul",1,OK,,,,
3744,"Rabaul, Papua New Guinea",-4.1999648,152.1644612,"Butliwan Village, 15 miles north of Rabaul",1,OK,,,,
3745,"1385 Coney Island Ave, Brooklyn, NY 11230, USA",40.62379200000001,-73.9646942,Bakar,1,OK,,,,
3746,,,,Ye Leow,0,ZERO_RESULTS,,,,
3747,"74026 Pulsano, Province of Taranto, Italy",40.3845816,17.3546596,"Pulsano, near Taranto",1,OK,,,,
3748,"Fenwick Island, DE, USA",38.4623346,-75.05129219999999,Fenwick Island,1,OK,,,,
3749,"200 E 13th St, Riviera Beach, FL 33404, USA",26.7732996,-80.0519643,"Municipal Bathing area, Riviera Beach, Palm Beach County",2,OK,,,,
3750,"3905 Avenue Q, Galveston, TX 77550, USA",29.2853475,-94.80728800000001,"South Jetty, Galveston",1,OK,,,,
3751,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Beach, Charleston County",1,OK,,,,
3752,"Point Comfort, TX 77978, USA",28.6797169,-96.56025369999999,"Point Comfort, Calhoun County",1,OK,,,,
3753,"Baishawan, New Taipei City, Taiwan",25.2843158,121.5172017,Tamsui Beach,1,OK,,,,
3754,"Manus Island, Papua New Guinea",-2.0941169,146.8760951,Manus Island,1,OK,,,,
3755,"Key Biscayne, FL 33149, USA",25.693713,-80.1628248,"Key Biscayne, Miami, Dade County",1,OK,,,,
3756,"Between, GA, USA",33.8176113,-83.8074003,Between USA & Cuba,1,OK,,,,
3757,"Reeds Bay, Galloway, NJ 08205, USA",39.4414725,-74.43790729999999,"Reeds Bay, Brigantine, Atlantic County",1,OK,,,,
3758,"Fort Lauderdale, FL, USA",26.1224386,-80.13731740000001,"Ft. Lauderdale, Broward County",1,OK,,,,
3759,"Bolivar Peninsula, TX, USA",29.4782878,-94.5799145,Bolivar Peninsula,1,OK,,,,
3760,"Tahiti, French Polynesia",-17.6509195,-149.4260421,Tahiti,2,OK,,,,
3761,"Jervis Bay, Australia",-35.0480805,150.7446771,Jervis Bay,1,OK,,,,
3762,"Bellingen NSW 2454, Australia",-30.4522423,152.8979566, Bellingen,1,OK,,,,
3763,,,,7 miles offshore on east coast of Australia,0,ZERO_RESULTS,,,,
3764,"Fernandina Beach, FL 32034, USA",30.6696818,-81.46259189999999,"Fernandina Beach, Nassau County",1,OK,,,,
3765,"Cebu City, Cebu, Philippines",10.3156992,123.8854366,Off Cebu,2,OK,,,,
3766,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3767,"Botany Bay, New South Wales, Australia",-33.9930374,151.175278,"Botany Bay, Sydney",1,OK,,,,
3768,"Maroubra NSW 2035, Australia",-33.9495,151.2437,Maroubra,1,OK,,,,
3769,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3770,"Coledale Beach, Coledale NSW 2515, Australia",-34.2876337,150.9490069,Coledale Beach,1,OK,,,,
3771,"Strandfontein Rd, Strandfontein, Cape Town, 7788, South Africa",-34.0877282,18.5565678,Strandfontein Beach,1,OK,,,,
3772,"Belawan, Belawan I, Medan Kota Belawan, Medan City, North Sumatra, Indonesia",3.784303,98.694221,Near Belawan,1,OK,,,,
3773,"Cypress Point Club, 3150 17 Mile Dr, Pebble Beach, CA 93953, USA",36.5802249,-121.9741049,"Pebble Beach, Cypress Point, Monterey County",1,OK,,,,
3774,"Bellambi NSW 2518, Australia",-34.366667,150.916667,Bellambi,1,OK,,,,
3775,"Cartagena, Cartagena Province, Bolivar, Colombia",10.3910485,-75.4794257,Off Cartagena,1,OK,,,,
3776,"Rietrivier, South Africa",-28.9990877,23.8914509,Riet River,1,OK,,,,
3777,"9397 Crown Crest Blvd # 110, Parker, CO 80138, USA",39.548378,-104.769294,Woodman Point,1,OK,,,,
3778,"Umkomaas, 4170, South Africa",-30.2006785,30.7838403,Umkomaas,1,OK,,,,
3779,"Oakura Beach Holiday Park 2 Jans Terrace, Taranaki 4314, New Zealand",-39.1169307,173.945012,"Oakura Beach, Taranaki",1,OK,,,,
3780,"Hollywood, FL, USA",26.0112014,-80.1494901,"Hollywood, Broward County",1,OK,,,,
3781,"Huntington Beach, CA, USA",33.6594835,-117.9988026,"Huntington Beach, Orange County",1,OK,,,,
3782,"Rottnest Island WA 6161, Australia",-31.9893569,115.5407453,"Bathurst Reef, Rottnest Island",1,OK,,,,
3783,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3784,"Cape Jervis SA 5204, Australia",-35.6061701,138.1154046,Cape Jervis,1,OK,,,,
3785,"Brisbane QLD, Australia",-27.4697707,153.0251235,Near Brisbane,1,OK,,,,
3786,,,,Japanese fishing boat Taihei Maru No.10,0,ZERO_RESULTS,,,,
3787,,,,Golfo de los Mosquitos,0,ZERO_RESULTS,,,,
3788,"Oak Beach, Gilgo-Oak Beach-Captree, NY, USA",40.6391456,-73.2905413,Oak Beach,1,OK,,,,
3789,Straits of Florida,23.3875499,-82.38857829999999,Florida Strait,1,OK,,,,
3790,"Nassau, The Bahamas",25.0443312,-77.3503609,Nassau,1,OK,,,,
3791,"Nassau, The Bahamas",25.0443312,-77.3503609,Nassau,1,OK,,,,
3792,"Mopuru, Andhra Pradesh, India",14.0650513,79.56596329999999,"Outside the reef off Moputu Village, near Talasea",1,OK,,,,
3793,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3794,"Sek Harbour, Papua New Guinea",-5.082222199999999,145.805,Sek Harbor,1,OK,,,,
3795,"Wewak, Papua New Guinea",-3.5800229,143.6583166,Moem Village near Wewak,1,OK,,,,
3796,"Playa Villa del Mar, 91810 Veracruz, Ver., Mexico",19.2097285,-96.177043,Playa Villa del Mar,8,OK,,,,
3797,Scarborough Shoal,15.2191312,117.7402694,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea",2,OK,,,,
3798,"1000 Boardwalk, Atlantic City, NJ 08401, USA",39.35766810000001,-74.41917160000001,"Steel Pier, Atlantic City, Atlantic County",1,OK,,,,
3799,,,,Lerner Marine Lab,0,ZERO_RESULTS,,,,
3800,"2138 Cypress Ave, El Paso, TX 79905, USA",31.7675882,-106.4617405,Mocambo,1,OK,,,,
3801,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3802,"685 Ocean Dr, Key Biscayne, FL 33149, USA",25.6895319,-80.1572119,"In front of Key Biscayne Beach Club, Key Biscayne",2,OK,,,,
3803,"Cape Canaveral, FL 32920, USA",28.3922182,-80.60771319999999,150 miles southeast of Cape Kennedy,1,OK,,,,
3804,"2138 Cypress Ave, El Paso, TX 79905, USA",31.7675882,-106.4617405,Mocambo,1,OK,,,,
3805,,,,Huhunoti Island,0,ZERO_RESULTS,,,,
3806,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3807,"Playa Mocambo, Veracruz, Mexico",19.1358476,-96.101519,Playa Mocambo,10,OK,,,,
3808,"Playa Mocambo, Veracruz, Mexico",19.1358476,-96.101519,Playa Mocambo,10,OK,,,,
3809,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3810,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3811,"2138 Cypress Ave, El Paso, TX 79905, USA",31.7675882,-106.4617405,Mocambo,1,OK,,,,
3812,"Hobe Sound, FL 33455, USA",27.059498,-80.1364323,"Hobe Sound, Martin County",1,OK,,,,
3813,"Pacifica, CA, USA",37.6138253,-122.4869194,"Pacifica, San Mateo County",1,OK,,,,
3814,"North, Atlantic Ave, Ocean Twp, FL, USA",24.5250927,-81.5195023,American Shoals off Key West,1,OK,,,,
3815,"Koror, Palau",7.3375646,134.4889469,Koror,1,OK,,,,
3816,"Juno Beach, FL 33408, USA",26.8797819,-80.0533743,"Juno Beach, Palm Beach County",1,OK,,,,
3817,"San Juan, Puerto Rico",18.4655394,-66.1057355,60 miles offshore north of San Juan,1,OK,,,,
3818,"Pompano Beach, FL, USA",26.2378597,-80.1247667,"Pompano Beach, Palm Beach County",1,OK,,,,
3819,"Amatikulu, South Africa",-29.0476193,31.5327184,Amatikulu,1,OK,,,,
3820,"16 Wharf Rd, Rockport, MA 01966, USA",42.6677165,-70.6228209,"Granite Pier, Rockport",1,OK,,,,
3821,"Newport Beach, CA, USA",33.6188829,-117.9298493,"Newport Beach, Orange County",1,OK,,,,
3822,"Country Club Beach, Durban Beach, Durban, 4001, South Africa",-29.8291667,31.0363889,"Country Club Beach, Durban",1,OK,,,,
3823,"Country Club Beach, Durban Beach, Durban, 4001, South Africa",-29.8291667,31.0363889,"Country Club Beach, Durban",1,OK,,,,
3824,"67 Beach St, Port Melbourne VIC 3207, Australia",-37.8419337,144.9361975,"East of Station Pier, Port Melbourne",1,OK,,,,
3825,,,,Off Gaire Village,0,ZERO_RESULTS,,,,
3826,"Port Lavaca, TX 77979, USA",28.6149968,-96.6260892,"Port Lavaca, Calhoun County",1,OK,,,,
3827,"Dana Point, CA, USA",33.4672256,-117.6981014,"Dana Point, San Clemente, Orange County",1,OK,,,,
3828,"5444 Haverhill Rd, West Palm Beach, FL 33407, USA",26.7552653,-80.1170747,"Between Palm  & Salerno Inlets, Martin County",1,OK,,,,
3829,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3830,"Hurghada, Red Sea Governorate, Egypt",27.2578957,33.8116067,South of Hurghada,1,OK,,,,
3831,"Coiba Island, Panama",7.4693076,-81.7568253,Island of Paam'a,1,OK,,,,
3832,"Christian Way, Fernandina Beach, FL 32034, USA",30.6275772,-81.55965420000001,Pollock Beach,1,OK,,,,
3833,"Port Alfred, South Africa",-33.5864065,26.8851448,Port Alfred,1,OK,,,,
3834,"Buka Island, Papua New Guinea",-5.2384267,154.6451287,Buka Island,1,OK,,,,
3835,"Port Jervis, NY 12771, USA",41.3750937,-74.692663,Port Jervis,1,OK,,,,
3836,"Buka Island, Papua New Guinea",-5.2384267,154.6451287,"Off Sing Village, Buka Island",1,OK,,,,
3837,"Kilindini Harbour, Mombasa, Kenya",-4.0694444,39.6505556,"Kilindini Harbor, Mombasa",1,OK,,,,
3838,"Lady Julia Percy Island, Victoria, Australia",-38.4160708,142.003766,Lady Julia Percy Island,1,OK,,,,
3839,"Tweed Holiday Parks Fingal Head, 9 Prince St, Fingal Head NSW 2487, Australia",-28.1959448,153.5652907,"Fingal Beach, near Tweed Heads",1,OK,,,,
3840,,,,"North Solitary Island, 8 miles from Wolli",0,ZERO_RESULTS,,,,
3841,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3842,"Umkomaas, 4170, South Africa",-30.2006785,30.7838403,Umkomaas,1,OK,,,,
3843,"Eglin AFB, FL 32542, USA",30.4635583,-86.5533382,"Near US Air Force Base at Elgin, Okaloosa County",1,OK,,,,
3844,"Mandurah WA, Australia",-32.5361038,115.7424077,"Avalon Beach, near Mandurah, 50 miles south of Perth",2,OK,,,,
3845,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3846,"Baishawan, New Taipei City, Taiwan",25.2843158,121.5172017,"Tamsui Beach, Taipai",1,OK,,,,
3847,"Baishawan, New Taipei City, Taiwan",25.2843158,121.5172017,Tamsui Beach,1,OK,,,,
3848,"Hollywood Beach, Hollywood, FL 33019, USA",26.0086787,-80.1170355,"Hollywood Beach, Broward County",1,OK,,,,
3849,"Acapulco, Guerrero, Mexico",16.8531086,-99.8236533,Acapulco,1,OK,,,,
3850,"South Palm Beach, FL, USA",26.588958,-80.0386522,5 miles south of Palm Beach,1,OK,,,,
3851,"Panama City, FL, USA",30.1588129,-85.6602058,"Panama City, Bay County",1,OK,,,,
3852,"Jupiter, FL, USA",26.9342246,-80.0942087,"2 miles off Jupiter, Palm Beach County",1,OK,,,,
3853,"1-chōme-1-5 Saidaiji Shibachō, 西大寺芝町 Nara, 631-0825, Japan",34.6936083,135.7794639,Saidaiji,2,OK,,,,
3854,"Achutupu, Isla Lorenzo Bello, Panama",9.1983145,-77.9873008,Off Achutuppu Island near Ailigandi,1,OK,,,,
3855,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3856,"60 Skyline Dr, Plainview, NY 11803, USA",40.7877148,-73.4654419,Island Rock,1,OK,,,,
3857,"Old Saybrook, CT, USA",41.2960159,-72.38453009999999,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream",1,OK,,,,
3858,"60 Skyline Dr, Plainview, NY 11803, USA",40.7877148,-73.4654419,Island Rock,1,OK,,,,
3859,"Palm Beach, FL, USA",26.7056206,-80.0364297,"Palm Beach, Palm Beach County",1,OK,,,,
3860,"New Hanover County, NC, USA",34.2154913,-77.88245959999999,A reef off New Hanover (Northern end),1,OK,,,,
3861,"PO Box 67, 299 Park Ave, Quarryville, PA 17566, USA",39.89200400000001,-76.1563346,Southern end,1,OK,,,,
3862,"Castle Island, 2010 William J Day Blvd, Boston, MA 02127, USA",42.3378699,-71.0125206,2 miles south of Castle Island Harbour entrance to Hamilton,1,OK,,,,
3863,"Long Island, New York, USA",40.789142,-73.13496099999999,Long Island,1,OK,,,,
3864,"Long Beach, CA, USA",33.7700504,-118.1937395,"Long Beach, Los Angeles County",1,OK,,,,
3865,"Rabaul, Papua New Guinea",-4.1999648,152.1644612,Near Rabaul,1,OK,,,,
3866,"Totoya, Fiji",-18.9679631,-179.8177208,"Tovu, Totoya Island",1,OK,,,,
3867,"20 W Algonquin Rd, Algonquin, IL 60102, USA",42.166845,-88.2903963,Port Edward,1,OK,,,,
3868,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3869,"Queens Rd, Fiji",-18.201809,177.69504,Naviti,2,OK,,,,
3870,"Achutupu, Isla Lorenzo Bello, Panama",9.1983145,-77.9873008,"Achutupu, a small island ner Ailigandi",1,OK,,,,
3871,,,,Inshore side of reef near Madang,0,ZERO_RESULTS,,,,
3872,"Surfers Paradise Beach, Queensland, Australia",-27.9992435,153.4314575,Surfers Paradise Beach near Victor Harbour,1,OK,,,,
3873,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,30 miles from Port Moresby,1,OK,,,,
3874,"Fort Lauderdale, FL, USA",26.1224386,-80.13731740000001,"Fort Lauderdale, Broward County",1,OK,,,,
3875,"Bel Air, Dakar, Senegal",14.701941,-17.4218455,"Bel Air, Dakar",1,OK,,,,
3876,,,,Savuli Reef,0,ZERO_RESULTS,,,,
3877,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
3878,"Nailou, Napuka, Fiji",-16.516695,179.849139,"Nailou Village, Tunuloa Natewa Bay",1,OK,,,,
3879,"Palliser Bay, New Zealand",-41.4556306,175.0649071,"Palliser Bay, Whatarangi (east of Wellington)",1,OK,,,,
3880,"Pukerua Bay, Porirua 5026, New Zealand",-41.0349636,174.8874736,"West of Pukerua Bay, Wellington",1,OK,,,,
3881,"Muizenberg, Cape Town, 7945, South Africa",-34.0898847,18.495859,Muizenberg,1,OK,,,,
3882,"Hokio Beach 5571, New Zealand",-40.5967791,175.1938645,"Hokio Beach, near Levin",1,OK,,,,
3883,"St Clair Beach, Otago, New Zealand",-45.9099916,170.5009717,"St. Clair Beach, Dunedin",1,OK,,,,
3884,"Brisbane QLD, Australia",-27.4697707,153.0251235,Brisbane,1,OK,,,,
3885,"Ngakuta Bay 7281, New Zealand",-41.2748321,173.9643524,"Ngatuka Bay, near Picton",1,OK,,,,
3886,"Palm Beach County, FL, USA",26.6514503,-80.2767327,Palm Beach County,1,OK,,,,
3887,"Puntarenas Province, Punta Arenas, Costa Rica",9.9778439,-84.82942109999999,Puntarenas,1,OK,,,,
3888,"Suva, Fiji",-18.1248086,178.4500789,70 miles from Suva,1,OK,,,,
3889,"Nahoon River, South Africa",-32.8909968,27.7818879,Nahoon,2,OK,,,,
